County,Town,Date/Time,Distance,Name,Cost,Results,Timing Co./Results Site,DateTime,Month,Day,Weekday
M,Portland,"Sat, 04/28 16:00",5K,Camp Ingersoll Race the Sun,"$10, $20 or $30 - your decision how much you want to pay",Results,NA,2018-04-28T16:00:00Z,4,28,6
L,Kent,"Sun, 04/29 06:30",100K,Lake Waramaug Ultra Marathon,"$90 by 12/31, $95 after",Results,Ultra Signup,2018-04-29T06:30:00Z,4,29,7
L,Kent,"Sun, 04/29 06:30",50M,Lake Waramaug Ultra Marathon,"$90 by 12/31, $95 after",Results,Ultra Signup,2018-04-29T06:30:00Z,4,29,7
L,Kent,"Sun, 04/29 07:30",50K,Lake Waramaug Ultra Marathon,"$85 by 12/31, $90 after",Results,Ultra Signup,2018-04-29T07:30:00Z,4,29,7
H,East Hartford,"Sun, 04/29 08:00",5K,Run for Babies,"$30 until 4/13, $40 after and race day",Results,Fast Track,2018-04-29T08:00:00Z,4,29,7
NH,Cheshire,"Sun, 04/29 08:30",13.1M,Cheshire Half Marathon,"$55, $65 after 1/1",Results,JB Sports,2018-04-29T08:30:00Z,4,29,7
NH,Cheshire,"Sun, 04/29 08:36",5K,Cheshire Half Marathon,"$28, $30 after 1/1",Results,JB Sports,2018-04-29T08:36:00Z,4,29,7
H,Hartland,"Sun, 04/29 09:00",5M,Water Protectors 5 Mile,.$22,Results,Cool Runnings,2018-04-29T09:00:00Z,4,29,7
NL,New London,"Sun, 04/29 09:00",Youth Du,Proud to DU It,"Ages 11-17 only,  $15 through 4/12,  $20 after",Results,Run Sign Up,2018-04-29T09:00:00Z,4,29,7
NH,Orange,"Sun, 04/29 09:00",5K,Cohen and Wolf Cinco de Mayo,.$27,Results,Platt,2018-04-29T09:00:00Z,4,29,7
H,Farmington,"Sun, 04/29 10:00",5K,Amy's Angels,"$25, $35 raceday",Results,IYR,2018-04-29T10:00:00Z,4,29,7
H,Simsbury,"Sun, 04/29 12:00",10K,Simsbury River Run,".$30, $35 after 4/11",Results,Granite State,2018-04-29T12:00:00Z,4,29,7
H,Simsbury,"Sun, 04/29 12:00",5K,Simsbury River Run,".$25, $15 for youth, $30 after 4/11",Results,Granite State,2018-04-29T12:00:00Z,4,29,7
W,Killingly,"Sun, 04/29 17:30",5K,Killingly River Trail Run Series,$15 for 6 week series [No Raceday registration],Results,Facebook Event,2018-04-29T17:30:00Z,4,29,7
F,Stratford,"Wed, 05/16 18:00",5K,Stratford Spring Series,".$10 per race, $30 for the 4 race series",Results,FB Page?,2018-05-16T18:00:00Z,5,16,3
F,Stratford,"Wed, 05/02 18:00",5K,Stratford Spring Series,".$10 per race, $30 for the 4 race series",Results,FB Page?,2018-05-02T18:00:00Z,5,2,3
H,Farmington,"Fri, 05/04 19:00",5K,May the Fourth Be With You 5K,"$27 through 4/1,  $30 after,  $15 students",Results,JB Sports,2018-05-04T19:00:00Z,5,4,5
H,Granby,"Sat, 05/05 08:30",10K,Granby Road Race,"$30 through 2/28, then $35",Results,Platt,2018-05-05T08:30:00Z,5,5,6
H,Granby,"Sat, 05/05 08:30",5K,Granby Road Race,"$25 through 2/28, then $30",Results,Platt,2018-05-05T08:30:00Z,5,5,6
F,Newtown,"Sat, 05/05 08:30",5K,Run 4 Hunger,"$30, $20 under 18",Results,Last Mile,2018-05-05T08:30:00Z,5,5,6
F,Norwalk,"Sat, 05/05 08:30",5K,Sally's Run,"$30,  $15 ages 6-18,  Free 5 and under",Results,Last Mile,2018-05-05T08:30:00Z,5,5,6
L,Roxbury,"Sat, 05/05 08:30",4.3M,Roxbury Race Series,"$2,  $25 for the entire series",Results,Roxbury Site,2018-05-05T08:30:00Z,5,5,6
NH,Derby,"Sat, 05/05 09:00",5K,Derby's B.E.S.T.,.$20,Results,Rat Race,2018-05-05T09:00:00Z,5,5,6
H,Enfield,"Sat, 05/05 09:00",5K,Cinco K Mayo,"$25,  $35 raceday",Results,IYR,2018-05-05T09:00:00Z,5,5,6
F,Westport,"Sat, 05/05 09:00",5K,Susan Koman Race for the Cure,"$20, then it increases??",Results,Racewire,2018-05-05T09:00:00Z,5,5,6
L,Barkhamsted,"Sat, 05/05 09:30",5K,Barkhamsted River Run,"$25, $15 for under 16",Results,Empire TC,2018-05-05T09:30:00Z,5,5,6
L,Barkhamsted,"Sat, 05/05 09:30",5K,Barkhamsted Road Race,TBD,Results,Empire TC,2018-05-05T09:30:00Z,5,5,6
NH,Beacon Falls,"Sat, 05/05 10:00",5K,Jills Race for MS,"$25,  $30 raceday",Results,Fast Track,2018-05-05T10:00:00Z,5,5,6
NH,New Haven,"Sat, 05/05 10:00",5K,Clean Air Run,"$22 (with parking),  $20 without parking",Results,Run Sign Up,2018-05-05T10:00:00Z,5,5,6
F,Newtown,"Sat, 05/05 10:00",5K,Holcomb Hill 5K Trail Run,.$25,Results,FB Page?,2018-05-05T10:00:00Z,5,5,6
W,Woodstock,"Sat, 05/05 10:00",5K,Jog with Judy,"$25/adult, $30 day of, $15/kid",Results,SNERRO,2018-05-05T10:00:00Z,5,5,6
L,Sharon,"Sat, 05/05 10:15",5M,Sharon Classic Road Race,.$25,Results,Fast Track,2018-05-05T10:15:00Z,5,5,6
NL,Franklin,"Sat, 05/05 10:30",5K,Franklin 5K Family Run,.$30,Results,Time to Tri,2018-05-05T10:30:00Z,5,5,6
F,Trumbull,"Sat, 05/05 18:00",5K,St. Theresa School Tiger Tail,.$28,Results,Start line,2018-05-05T18:00:00Z,5,5,6
F,Greenwich,"Sun, 05/06 08:00",5K,Breast Cancer Alliance 5k,".$40, $30 under 19",Results,NA,2018-05-06T08:00:00Z,5,6,7
L,Litchfield,"Sun, 05/06 08:00",Duathlon,Thrill in the Hills,"$50,  $40 for 17 and under",Results,Greystone,2018-05-06T08:00:00Z,5,6,7
F,Redding,"Sun, 05/06 08:00",13.1M,Redding Road Race,.$60SOLD OUT,Results,RunSignUp,2018-05-06T08:00:00Z,5,6,7
F,Redding,"Sun, 05/06 08:35",7M,Redding Road Race,.$45 SOLD OUT,Results,RunSignUp,2018-05-06T08:35:00Z,5,6,7
H,Southington,"Sun, 05/06 08:00",600 minutes,Trail Mixers Spring Fling 600,"$40, $20 for members,  $50, $25 for members on raceday",Results,Ultra Signup,2018-05-06T08:00:00Z,5,6,7
H,Burlington,"Sun, 05/06 08:30",10K,Burlington to Collinsville Classic,"$40, $35 for 9-22 through 1/1, $45, $40 9-22 through 4/5, $50, $45 9-22 through 4/25, $55, $50 9-22 after SOLD OUT",Results,HMF,2018-05-06T08:30:00Z,5,6,7
NL,Montville,"Sun, 05/06 09:00",5K,Montville Lions 5K,".$20, 15 and under $10",Results,SNERRO,2018-05-06T09:00:00Z,5,6,7
NH,New Haven,"Sun, 05/06 09:00",5K Obstacle,Denali Run the Gauntlet,".$55, Students $40",Results,JB Sports,2018-05-06T09:00:00Z,5,6,7
M,Old Saybrook,"Sun, 05/06 09:00",5K,Seaside Shuffle,"$20, $25 raceday",Results,Rat Race,2018-05-06T09:00:00Z,5,6,7
L,Plymouth,"Sun, 05/06 09:00",5K,Terryville Rotary 5K,"$15 until 4/22, $20 race day",Results,Greystone,2018-05-06T09:00:00Z,5,6,7
M,East Hampton,"Sun, 05/06 10:00",5K,Belltown Spring Sprint,"$20,  $10 for over 65 and under 17",Results,IYR,2018-05-06T10:00:00Z,5,6,7
L,Winchester,"Sun, 05/06 10:00",5K,Blue and Gold Run,"$25 until 4/30, $30 after and race day.  18 and under $15 and then $20.  Gilbert students $10.",Results,School SIte,2018-05-06T10:00:00Z,5,6,7
F,Westport,"Sun, 05/06 10:00",5K,STAR Inc. 5k Run,.$25,Results,Club CT,2018-05-06T10:00:00Z,5,6,7
NH,Wolcott,"Sun, 05/06 10:00",5K,Wolcott Circle of Sports 5K,"$20 until 4/21, then $25, $12 student",Results,Hi-Tek,2018-05-06T10:00:00Z,5,6,7
L,Litchfield,"Sun, 05/06 12:00",5K,Girls Just Wanna Run,"$30 13 and over ($35 after 4/15), $18 under 13",Results,Empire TC,2018-05-06T12:00:00Z,5,6,7
NL,Lebanon,"Sun, 05/06 13:30",5K,Bailey's Garden Run,".$20, $5 for ages 5 - 10, Under 5 free",Results,Last Mile,2018-05-06T13:30:00Z,5,6,7
W,Killingly,"Sun, 05/06 17:30",5K,Killingly River Trail Run Series,$15 for 6 week series [No Raceday registration],Results,Facebook Event,2018-05-06T17:30:00Z,5,6,7
F,Stratford,"Wed, 05/09 18:00",5K,Stratford Spring Series,".$10 per race, $30 for the 4 race series",Results,FB Page?,2018-05-09T18:00:00Z,5,9,3
M,Middletown,"Fri, 05/11 18:00",5K,Cap and Gown 5K,".$20, $25 after 5/6",Results,Empire TC,2018-05-11T18:00:00Z,5,11,5
T,Vernon,"Sat, 05/12 08:00",8M,Legends of Silk City,.$10,Results,Silk City,2018-05-12T08:00:00Z,5,12,6
H,Glastonbury,"Sat, 05/12 08:30",5K,Bill Landers Building Bridges,"$25 Adult, $15 under 18",Results,Bay State,2018-05-12T08:30:00Z,5,12,6
F,Greenwich,"Sat, 05/12 08:30",3M,Riverside Run,"$20 until 5/9, then $30",Results,Second Wind,2018-05-12T08:30:00Z,5,12,6
F,Norwalk,"Sat, 05/12 08:30",5K,Project Purple Steps for a Cure,".$30, $40 after 5/9",Results,JB Sports,2018-05-12T08:30:00Z,5,12,6
L,Roxbury,"Sat, 05/12 08:30",4.8M,Roxbury Race Series,"$2,  $25 for the entire series",Results,Roxbury Site,2018-05-12T08:30:00Z,5,12,6
F,Darien,"Sat, 05/12 09:00",5K,Fred Weisberg Law Day 5K,.$20,Results,Club CT,2018-05-12T09:00:00Z,5,12,6
NL,Voluntown,"Sat, 05/12 09:00",5K,YSB Super 5K,".$25, $10 for 18 and under",Results,Platt,2018-05-12T09:00:00Z,5,12,6
H,Farmington,"Sat, 05/12 09:00",5K,Reid's Run,"$25, $30 raceday",Results,IYR,2018-05-12T09:00:00Z,5,12,6
NL,New London,"Sat, 05/12 09:00",5K,River Run for the Fund,"$25 through 5/1, then $30",Results,Fast Track,2018-05-12T09:00:00Z,5,12,6
H,West Hartford,"Sat, 05/12 09:00",5K,Joseph Cassidy Memorial 5K,.$25,Results,NA,2018-05-12T09:00:00Z,5,12,6
H,New Britain,"Sat, 05/12 09:15",5K,Race in the Park,"$30 through 5/4,  $36 after,  Youth 17 and under $15",Results,HMF,2018-05-12T09:15:00Z,5,12,6
L,Harwinton,"Sat, 05/12 09:30",3.4M,Catch Me if You Can,.$25,Results,Fast Track,2018-05-12T09:30:00Z,5,12,6
M,Portland,"Sat, 05/12 09:30",5K,Rushford's Race for Recovery,.$20,Results,Empire TC,2018-05-12T09:30:00Z,5,12,6
NL,Colchester,"Sat, 05/12 10:00",5.5M,Salmon River Run,.$30,Results,Last Mile,2018-05-12T10:00:00Z,5,12,6
NH,Prospect,"Sat, 05/12 10:00",5K,Jan's Run,".$22 until 5/5, then $27 - This is the last year for this race",Results,Fast Track,2018-05-12T10:00:00Z,5,12,6
F,Ridgefield,"Sun, 05/13 08:30",5K,Run Like A Mother,.$45,Results,Fast Track,2018-05-13T08:30:00Z,5,13,7
F,Brookfield,"Sun, 05/13 09:00",5K,Brookfield Mothers Day 5K,"$27.25,  $30 raceday",Results,USAXC,2018-05-13T09:00:00Z,5,13,7
NH,Milford,"Sun, 05/13 09:00",5K,Milford Hospital Live Well 5K,.$27,Results,Last MIle,2018-05-13T09:00:00Z,5,13,7
F,Norwalk,"Sun, 05/13 09:00",10K,Mother's Day 10K,"$22 through 5/12, then $25",Results,Club CT,2018-05-13T09:00:00Z,5,13,7
NL,Groton,"Sun, 05/13 09:30",5K,Trails to Recovery,".$20, $25 day of (credit or check only-they say NO cash)",Results,SNERRO,2018-05-13T09:30:00Z,5,13,7
T,Vernon,"Sun, 05/13 09:30",5K,Vernon Mothers' Day Dash,".$20, $25 day of, $10 for under 15",Results,Platt,2018-05-13T09:30:00Z,5,13,7
H,Suffield,"Sun, 05/13 10:00",2M,Susan's Sunrise Road Race,.$13,Results,Cool Running,2018-05-13T10:00:00Z,5,13,7
H,Suffield,"Sun, 05/13 11:15",1M,Susan's Sunrise Road Race,.$13,Results,Cool Running,2018-05-13T11:15:00Z,5,13,7
NL,New London,"Sun, 05/13 10:30",5K,Dylan Konakowitz Memorial 5K,".$30, $35 day of",Results,TBD - New Race,2018-05-13T10:30:00Z,5,13,7
W,Killingly,"Sun, 05/13 17:30",5K,Killingly River Trail Run Series,$15 for 6 week series [No Raceday registration],Results,Facebook Event,2018-05-13T17:30:00Z,5,13,7
H,Hartford,"Fri, 05/18 06:00",26.2M,Nutmeg State Marathon,.$95,Results,New England Challenge,2018-05-18T06:00:00Z,5,18,5
H,Hartford,"Fri, 05/18 06:00",13.1M,Nutmeg State Marathon,.$80,Results,New England Challenge,2018-05-18T06:00:00Z,5,18,5
NH,Meriden,"Sat, 05/19 00:05",1M,Midnight Mile,.$5,Results,Cool Running,2018-05-19T00:05:00Z,5,19,6
W,Thompson,"Sat, 05/19 08:00",5K Obs,Terrain Racing - New England,"$30 through 11/29, $40 after, $50 for some waves",Results,Terrain Racing,2018-05-19T08:00:00Z,5,19,6
L,Roxbury,"Sat, 05/19 08:30",3.52M,Roxbury Race Series,"$2,  $25 for the entire series",Results,Roxbury Site,2018-05-19T08:30:00Z,5,19,6
H,Bloomfield,"Sat, 05/19 09:00",5K,Girls on the Run Greater Hartford 5K,"$25 through 4/16,  $30 though 5/16, $35 afterwards",Results,IYR,2018-05-19T09:00:00Z,5,19,6
M,Cromwell,"Sat, 05/19 09:00",5K,Teachers vs Students,"$20,  $30 raceday.  $15 for students/teachers (Cromwell only?)",Results,Fast Track,2018-05-19T09:00:00Z,5,19,6
NL,New London,"Sat, 05/19 09:00",5K,Winthrop STEM Green and Gold 5K,"$25, $10 under 18",Results,Platt,2018-05-19T09:00:00Z,5,19,6
F,Norwalk,"Sat, 05/19 09:00",5K,Miles for Myles,"$35, $40 day of.  $25 under 13, $30 day of.",Results,Club CT,2018-05-19T09:00:00Z,5,19,6
H,Simsbury,"Sat, 05/19 09:00",5K,My Best Friends 5K,"$25,  $20 under 18",Results,Run SignUp,2018-05-19T09:00:00Z,5,19,6
NH,Wallingford,"Sat, 05/19 09:00",5K,Carver Challenge,"$25,  $30 raceday",Results,Empire TC,2018-05-19T09:00:00Z,5,19,6
NL,Waterford,"Sat, 05/19 09:00",5K,Quaker Hill 5K,.$25,Results,SNERRO,2018-05-19T09:00:00Z,5,19,6
H,Southington,"Sat, 05/19 09:30",1M,King and Queen of the Mountain Challenge,.$25,Results,iRunCT,2018-05-19T09:30:00Z,5,19,6
L,Bethlehem,"Sat, 05/19 10:00",5K,AFSP Run For Hope,.$30,Results,IYR,2018-05-19T10:00:00Z,5,19,6
H,East Granby,"Sat, 05/19 10:00",5K,East Granby Ridge Run,"$25, $15 ages 5 - 17, under 5 free",Results,Last Mile,2018-05-19T10:00:00Z,5,19,6
H,East Hartford,"Sat, 05/19 10:00",5K,CHR 1 in 5,.$35,Results,Fast Track,2018-05-19T10:00:00Z,5,19,6
NL,Montville,"Sat, 05/19 10:00",5K,Murphy's Mad Dash for a Cure,"$25, $15 for 14 and under",Results,Last Mile,2018-05-19T10:00:00Z,5,19,6
NH,Southbury,"Sat, 05/19 10:00",50K,Kettletown State Park Challeng T2T Series,CANCELED,Results,Ultra Signup,2018-05-19T10:00:00Z,5,19,6
NH,Southbury,"Sat, 05/19 10:00",30K,Kettletown State Park Challeng T2T Series,CANCELED,Results,Ultra Signup,2018-05-19T10:00:00Z,5,19,6
NH,Southbury,"Sat, 05/19 10:00",20K,Kettletown State Park Challeng T2T Series,CANCELED,Results,Ultra Signup,2018-05-19T10:00:00Z,5,19,6
NH,Southbury,"Sat, 05/19 10:00",10K,Kettletown State Park Challeng T2T Series,CANCELED,Results,Ultra Signup,2018-05-19T10:00:00Z,5,19,6
NH,Southbury,"Sat, 05/19 10:00",5K,Kettletown State Park Challeng T2T Series,CANCELED,Results,Ultra Signup,2018-05-19T10:00:00Z,5,19,6
H,Windsor,"Sat, 05/19 10:00",5K,Shad Derby 5K,"$20, $25 day of, $15 for 12 and under",Results,SNEAA,2018-05-19T10:00:00Z,5,19,6
H,Hartford,"Sat, 05/19 16:00",1M,Stubbs Open Mile,"$15, no race day registration",Results,Platt,2018-05-19T16:00:00Z,5,19,6
NL,Stonington,"Sun, 05/20 07:00",10K,Mystic Half Marathon & 10K,"$40, $35 for 9-22 through 1/1, $45, $40 9-22 through 4/19, $50, $45 9-22 through 5/9, $55, $50 9-22 after SOLD OUT",Results,HMF,2018-05-20T07:00:00Z,5,20,7
NL,Stonington,"Sun, 05/20 07:00",13.1M,Mystic Half Marathon & 10K,"$70, $65 12-22 through 1/1, $80, $75 12-22 through 4/19, $85, $80 12-22 through 5/9, $90, $85 12-22 after",Results,HMF,2018-05-20T07:00:00Z,5,20,7
F,Ridgefield,"Sun, 05/20 08:30",5K,Ridgefield Academy 5K,".$40, $45 raceday",Results,Fast track,2018-05-20T08:30:00Z,5,20,7
H,Hartford,"Sun, 05/20 09:00",5K,Wag Walk/Run for Kenway's Cause,.$25,Results,Empire TC,2018-05-20T09:00:00Z,5,20,7
H,Newington,"Sun, 05/20 09:00",5K,Newington Library 5K,"$20, $10 youth",Results,Platt,2018-05-20T09:00:00Z,5,20,7
H,South Windsor,"Sun, 05/20 09:00",5K,Journey Found Super Hero 5K,"$20, $15 youth(undefined) thru 2/14, then $25 and $20 thru 5/18. Day of: $35 and $20.",Results,IYR,2018-05-20T09:00:00Z,5,20,7
T,Stafford,"Sun, 05/20 09:00",24K,Soapstone Mountain Trail Races,"$25,  $30 raceday",Results,Rat Race,2018-05-20T09:00:00Z,5,20,7
T,Stafford,"Sun, 05/20 09:00",6K,Soapstone Mountain Trail Races,"$12, $15 raceday",Results,Rat Race,2018-05-20T09:00:00Z,5,20,7
NH,North Branford,"Sun, 05/20 09:30",5K,Matt's Mission,"$26 through 4/1, $28 through 5/19, $30 race day",Results,JB Sports,2018-05-20T09:30:00Z,5,20,7
NL,Waterford,"Sun, 05/20 10:00",5K,Armed Forces Day 5K,CANCELED,Results,TBD - New Race,2018-05-20T10:00:00Z,5,20,7
H,Burlington,"Sun, 05/20 11:00",5K,Shine On 5k,"$20, $25 day of",Results,Greystone,2018-05-20T11:00:00Z,5,20,7
H,Farmington,"Sun, 05/20 11:00",5K,Gertsberg Memorial 5K,.$25,Results,Fast track,2018-05-20T11:00:00Z,5,20,7
F,Norwalk,"Sun, 05/20 11:00",5K,O'Neill's 5K,"$30 thru 3/17, $35 3/17 - 5/19, $40 Race day. Ages 11-18, $15 pre, $20 race day.  Under 11 free",Results,Club Ct,2018-05-20T11:00:00Z,5,20,7
H,Simsbury,"Sun, 05/20 11:00",Triathlon,"Simsbury Run, Bike, Paddle Tri","$65 through 3/31,  $75 through 5/17, $85 raceday",Results,IYR,2018-05-20T11:00:00Z,5,20,7
H,South Windsor,"Sun, 05/20 11:00",5K,Run 4 Robin,"$25,  $35 raceday",Results,IYR,2018-05-20T11:00:00Z,5,20,7
L,Morris,"Sun, 05/20 12:00",5K,The Retro Run,.$30,Results,Empire TC,2018-05-20T12:00:00Z,5,20,7
L,Salisbury,"Sun, 05/20 12:00",5K,Falcon Fun Run,.$28,Results,NA,2018-05-20T12:00:00Z,5,20,7
L,Salisbury,"Sun, 05/20 12:00",10K,Falcon Fun Run,.$28,Results,NA,2018-05-20T12:00:00Z,5,20,7
NL,Griswold,"Sun, 05/20 13:00",Youth Du,"You Can ""Du"" It","$15 through 5/3, then $20",Results,Run Sign Up,2018-05-20T13:00:00Z,5,20,7
F,Stratford,"Wed, 05/23 18:00",5K,Stratford Spring Series,".$10 per race, $30 for the 4 race series",Results,FB Page?,2018-05-23T18:00:00Z,5,23,3
F,Stamford,"Wed, 05/23 19:00",5K,Boys & Girls Club Corporate 5K,.$32,Results,Chronotrack,2018-05-23T19:00:00Z,5,23,3
M,Durham,"Sat, 05/26 08:00",5K,Go Far Go Fast,"$12, $15 after 5/15 - Grades 7 and up",Results,IYR,2018-05-26T08:00:00Z,5,26,6
NH,Hamden,"Sat, 05/26 08:00",13.1M,Hamden Hills Half Marathon,".$60 thru 2/25, $65 thru 5/22, $70 after",Results,Trimom Timing,2018-05-26T08:00:00Z,5,26,6
NH,Hamden,"Sat, 05/26 08:00",5K,Hamden Hills Half Marathon,".$25 thru 2/25, $30 thru 5/22, $35 after",Results,Trimom Timing,2018-05-26T08:00:00Z,5,26,6
L,Roxbury,"Sat, 05/26 08:30",1M,Roxbury Race Series,"$2,  $25 for the entire series",Results,Roxbury Site,2018-05-26T08:30:00Z,5,26,6
NH,Southbury,"Sat, 05/26 08:30",5K,David Wood Memorial 5K,"$25 Thru 5/13, then $30 thru 5/24.",Results,IYR,2018-05-26T08:30:00Z,5,26,6
F,Weston,"Sat, 05/26 08:30",5K,Weston Memorial Day 5K,"$30, $40 raceday",Results,ChronoTrack,2018-05-26T08:30:00Z,5,26,6
T,Willington,"Sat, 05/26 08:30",5K,Willington PTA 5K,".$15, no race day registration",Results,Last Mile,2018-05-26T08:30:00Z,5,26,6
M,Durham,"Sat, 05/26 08:45",1M - Kids,Go Far Go Fast,"$12, $15 after 5/15 - grades 7-12",Results,IYR,2018-05-26T08:45:00Z,5,26,6
M,Old Saybrook,"Sat, 05/26 09:00",4M,Delaney Dash,.$18,Results,SNERRO,2018-05-26T09:00:00Z,5,26,6
W,Thompson,"Sat, 05/26 09:00",5K,St. Joseph School Falcon 5K,.$30,Results,Race Wire,2018-05-26T09:00:00Z,5,26,6
M,Durham,"Sat, 05/26 10:00",1M - Kids,Go Far Go Fast,"$12, $15 after 5/15 - Boys - grade 6 and under",Results,IYR,2018-05-26T10:00:00Z,5,26,6
NL,North Stonington,"Sat, 05/26 10:00",5K,North Stonington Education Foundation,"$20 through 5/21, $25 afterwards",Results,Platt,2018-05-26T10:00:00Z,5,26,6
H,Suffield,"Sat, 05/26 10:00",5K,Dustin L. Doyon Memorial Road Race,.$20,Results,NA,2018-05-26T10:00:00Z,5,26,6
M,Durham,"Sat, 05/26 10:05",1M - Kids,Go Far Go Fast,"$12, $15 after 5/15 - Girls - grade 6 and under",Results,IYR,2018-05-26T10:05:00Z,5,26,6
M,Durham,"Sat, 05/26 10:25",2M - Kids,Go Far Go Fast,"$12, $15 after 5/15 - Grade 6 and under",Results,IYR,2018-05-26T10:25:00Z,5,26,6
F,Bridgeport,"Sun, 05/27 08:30",10K,Great Aquarion Barnum Festival Road Race,"$30 Until 1/31, then $35",Results,Last Mile,2018-05-27T08:30:00Z,5,27,7
F,Bridgeport,"Sun, 05/27 08:30",5K,Great Aquarion Barnum Festival Road Race,"$25 Until 1/31, then $30",Results,Last Mile,2018-05-27T08:30:00Z,5,27,7
M,Deep River,"Sun, 05/27 09:00",Youth Du,Shoreline Splash and Dash,$20 through 5/11 - Location and date changed to Westbrook on 7/29,Results,TBD - New Race,2018-05-27T09:00:00Z,5,27,7
F,Wilton,"Sun, 05/27 09:00",5K,Get Smart for Wilton 5K,"$27, $30 race day.  13 and under $25",Results,Clubct,2018-05-27T09:00:00Z,5,27,7
L,New Hartford,"Sun, 05/27 10:00",3.5M,Race Around the Lake,"$20 adult, $15 under 15.  $25 adult, $25 under 15 day of",Results,Greystone,2018-05-27T10:00:00Z,5,27,7
H,Marlborough,"Sun, 05/27 10:30",5K,Marlborough Lions Club,".$20, $25 day of",Results,Platt,2018-05-27T10:30:00Z,5,27,7
NH,Waterbury,"Mon, 05/28 07:00",26.2M,Oh Boy Marathon,"$50 through 4/30,  $75 after",Results,Rat Race,2018-05-28T07:00:00Z,5,28,1
NH,Waterbury,"Mon, 05/28 07:00",13.1M,Oh Boy Marathon,"$50 through 4/30,  $75 after",Results,Rat Race,2018-05-28T07:00:00Z,5,28,1
NH,Oxford,"Mon, 05/28 08:00",5K,Oxford Freedom Run 5K,".$25, $30 day of",Results,Fast Track,2018-05-28T08:00:00Z,5,28,1
F,Greenwich,"Mon, 05/28 08:15",5M,Jim Fixx Memorial 5 Mile,"$30, $15 for kids,  $40, $20 for kids on raceday",Results,Clubct,2018-05-28T08:15:00Z,5,28,1
F,Easton,"Mon, 05/28 08:30",1M,Easton Exchange Memorial Mile,".$16, $20 race day",Results,Run Sign Up,2018-05-28T08:30:00Z,5,28,1
NH,Meriden,"Mon, 05/28 09:00",1M,Meriden Memorial Mile,"$20 through 5/25, $30 afterwards; Ages 0-11 - $10; Family (2 or more members) - $30",Results,IYR,2018-05-28T09:00:00Z,5,28,1
W,Woodstock,"Mon, 05/28 09:00",10K,Woodstock Memorial Day 10K,"$20 thru 5/11, then $25",Results,Last Mile,2018-05-28T09:00:00Z,5,28,1
H,Bloomfield,"Mon, 05/28 09:30",5K,Bloomfield Memorial Day Road Race,"$15, team of 2 $25, Team of 3 $35, Team of 4 $40",Results,Empire TC,2018-05-28T09:30:00Z,5,28,1
NL,Stonington,"Mon, 05/28 10:00",5K,Mystic Bearathon,.$20,Results,SNERRO,2018-05-28T10:00:00Z,5,28,1
L,Norfolk,"Mon, 05/28 12:00",5M,Norfolk Fire Dept. Memorial Day Race,"$14, $19 raceday - t-shirts $16 extra",Results,Greystone,2018-05-28T12:00:00Z,5,28,1
M,Chester,"Thu, 05/31 18:15",Triathlon,Cedar Lake Tri Series,$45 (NO RACE DAY REGISTRATION),Results,IYR,2018-05-31T18:15:00Z,5,31,4
NL,Groton,"Fri, 06/01 18:00",7.4M,Twilight Trail Run,.$25,Results,SNERRO,2018-06-01T18:00:00Z,6,1,5
NL,Groton,"Fri, 06/01 18:15",3.6M,Twilight Trail Run,.$25,Results,SNERRO,2018-06-01T18:15:00Z,6,1,5
L,New Milford,"Fri, 06/01 19:30",5K,Bank Street Theater Moonlight Run,$20 ($30 with t-shirt),Results,Fast Track,2018-06-01T19:30:00Z,6,1,5
F,Fairfield,"Sat, 06/02 08:00",5K,Faxon Law Fairfield Road Races,"$27 through 1/17, $28 through 2/14, $30 through 3/31, $32 through 6/1, $35 race day",Results,JB Sports,2018-06-02T08:00:00Z,6,2,6
L,Roxbury,"Sat, 06/02 08:30",9.9M,Roxbury Race Series,"$2,  $25 for the entire series",Results,Roxbury Site,2018-06-02T08:30:00Z,6,2,6
L,Roxbury,"Sat, 06/02 08:30",5.2M,Roxbury Race Series,"$2,  $25 for the entire series",Results,Roxbury Site,2018-06-02T08:30:00Z,6,2,6
W,Chaplin,"Sat, 06/02 09:00",5K,Chaplin Country Road Race,"$17, $20 day of",Results,USAXC/BC Timing,2018-06-02T09:00:00Z,6,2,6
H,Enfield,"Sat, 06/02 09:00",5K,Four Rivers 5K,.$25 - Moved from 5/19,Results,Race Wire,2018-06-02T09:00:00Z,6,2,6
NL,Stonington,"Sat, 06/02 09:00",5K,Pawcatuck Lions 5K,"$20, $17 under 17",Results,SNERRO,2018-06-02T09:00:00Z,6,2,6
NL,Ledyard,"Sat, 06/02 09:30",5K,Colonel Classic,CANCELLED,Results,Rat Race,2018-06-02T09:30:00Z,6,2,6
L,Torrington,"Sat, 06/02 10:30",5K,Torrington Raider Run,"$30, $20 for students",Results,Fast Track,2018-06-02T10:30:00Z,6,2,6
L,Harwinton,"Sat, 06/02 13:00",10K,Wheels and Heels,.$25,Results,Greystone,2018-06-02T13:00:00Z,6,2,6
L,Harwinton,"Sat, 06/02 13:00",5K,Wheels and Heels,.$20,Results,Greystone,2018-06-02T13:00:00Z,6,2,6
NH,Middlebury,"Sun, 06/03 07:00",Triathlon,REV3 Triathlon,ranges from $129 - $305,Results,Rev3,2018-06-03T07:00:00Z,6,3,7
